transaction_id,is_fraud,lgb_risk_score,lgb_prediction,risk_tier
TXN_01990663,1,99.99999925001958,1,Block
TXN_01999841,1,99.99999950498626,1,Block
TXN_01993888,1,99.99999952780247,1,Block
TXN_01996201,1,99.99999943375127,1,Block
TXN_01984655,1,99.99999627040273,1,Block
TXN_01971898,1,99.9999995179947,1,Block
TXN_01977630,1,99.99999951551719,1,Block
TXN_01996871,1,99.99999952779129,1,Block
TXN_01992441,1,99.99999952775447,1,Block
TXN_01991331,1,99.99999948594332,1,Block
TXN_01977444,1,99.99999947625678,1,Block
TXN_01999906,1,99.99999950970432,1,Block
TXN_01989917,1,99.99999952779129,1,Block
TXN_01995178,1,99.99999950359692,1,Block
TXN_01978794,1,99.99999952775447,1,Block
TXN_01998236,1,99.99999952780247,1,Block
TXN_01970737,1,99.99999948319712,1,Block
TXN_01979387,1,99.99999952326988,1,Block
TXN_01995639,1,99.99999938468946,1,Block
TXN_01972055,1,99.99999952780247,1,Block
TXN_01976188,1,99.99999947657423,1,Block
TXN_01970233,1,99.99999937509398,1,Block
TXN_01971629,1,99.99999952779129,1,Block
TXN_01970669,1,99.99999678721852,1,Block
TXN_01998719,1,99.99999948491325,1,Block
TXN_01980204,1,99.99999952775444,1,Block
TXN_01977541,1,99.99999951221716,1,Block
TXN_01978711,1,99.99999936356349,1,Block
TXN_01978882,1,99.99999951221716,1,Block
TXN_01981023,1,99.99999929143382,1,Block
TXN_01991889,1,99.99999948690177,1,Block
TXN_01987883,1,99.9999995277913,1,Block
TXN_01974625,1,99.99999940049831,1,Block
TXN_01979586,1,99.99999950022797,1,Block
TXN_01999149,1,99.99999943636561,1,Block
TXN_01978621,1,99.9999995179947,1,Block
TXN_01993884,1,99.99999952780247,1,Block
TXN_01980598,1,99.99999944045817,1,Block
TXN_01983372,1,99.99999948491323,1,Block
TXN_01976234,1,99.99999950208564,1,Block
TXN_01990687,1,99.99999941133366,1,Block
TXN_01988423,1,99.99999678721852,1,Block
TXN_01972099,1,99.99999826809417,1,Block
TXN_01985368,1,99.99999931112559,1,Block
TXN_01982099,1,99.99999945895735,1,Block
TXN_01983737,1,99.99999952780247,1,Block
TXN_01998339,1,99.99999948748186,1,Block
TXN_01982488,1,99.99999944045818,1,Block
TXN_01980567,1,99.9999967872947,1,Block
TXN_01987954,1,99.99999924909237,1,Block
TXN_01971254,1,99.99999939405362,1,Block
TXN_01989611,1,99.99999937509392,1,Block
TXN_01975990,1,99.99999946976388,1,Block
TXN_01988696,1,99.99999654324505,1,Block
TXN_01994088,1,99.99999951800613,1,Block
TXN_01979284,1,99.99999952173988,1,Block
TXN_01982127,1,99.99999952281196,1,Block
TXN_01989564,1,99.99999952325858,1,Block
TXN_01986342,1,99.99999950965449,1,Block
TXN_01992967,1,99.99999945184366,1,Block
TXN_01991927,1,99.99999946147415,1,Block
TXN_01994714,1,99.99999949972154,1,Block
TXN_01979152,1,99.99999952780247,1,Block
TXN_01993346,1,99.9999994794132,1,Block
TXN_01993152,1,99.99999952780247,1,Block
TXN_01998449,1,99.99999950929686,1,Block
TXN_01978039,1,99.99999942329806,1,Block
TXN_01987756,1,99.99999950021612,1,Block
TXN_01981577,1,99.99999949539415,1,Block
TXN_01990788,1,99.99999937193873,1,Block
TXN_01998792,1,99.99999920038695,1,Block
TXN_01980994,1,99.99999948690169,1,Block
TXN_01984219,1,99.99999938877151,1,Block
TXN_01988523,1,99.99999948372027,1,Block
TXN_01997057,1,99.99999948366778,1,Block
TXN_01989680,1,99.99999952775447,1,Block
TXN_01984226,1,99.99999933277589,1,Block
TXN_01996497,1,99.99999952779129,1,Block
TXN_01976392,1,99.99999927669217,1,Block
TXN_01983533,1,99.9999994762569,1,Block
TXN_01985753,1,99.99999952780247,1,Block
TXN_01982834,1,99.99999952780247,1,Block
TXN_01991153,1,99.99999666408064,1,Block
TXN_01976752,1,99.9999992203482,1,Block
TXN_01976693,1,99.9999967872947,1,Block
TXN_01989755,1,99.99999945184366,1,Block
TXN_01971178,1,99.99999952780247,1,Block
TXN_01978406,1,99.99999945167322,1,Block
TXN_01980550,1,99.99999952775447,1,Block
TXN_01979403,1,99.99999952780247,1,Block
TXN_01994159,1,99.99999949371295,1,Block
TXN_01975735,1,99.99999952780247,1,Block
TXN_01986362,1,99.99999945184366,1,Block
TXN_01986670,1,99.99999949538218,1,Block
TXN_01982143,1,99.99999952779129,1,Block
TXN_01995366,1,99.999999512156,1,Block
TXN_01983692,1,99.99999952775444,1,Block
TXN_01988101,1,99.99999952780247,1,Block
TXN_01975472,1,99.99999922430797,1,Block
TXN_01985175,1,99.99999950753495,1,Block
TXN_01989754,1,99.99999952780247,1,Block
TXN_01978400,1,99.99999936212942,1,Block
TXN_01974398,1,99.99999952780247,1,Block
TXN_01982679,1,99.9999994517879,1,Block
TXN_01986835,1,99.99999947060671,1,Block
TXN_01975925,1,99.99999950022796,1,Block
TXN_01985013,1,99.99999952774328,1,Block
TXN_01992709,1,99.99999952780247,1,Block
TXN_01975078,1,99.99999627040278,1,Block
TXN_01971131,1,99.99999952779129,1,Block
TXN_01993009,1,99.99999952779129,1,Block
TXN_01993662,1,99.99999940436359,1,Block
TXN_01977273,1,99.99999928762603,1,Block
TXN_01974730,1,99.99999943226649,1,Block
TXN_01983153,1,99.99999678721852,1,Block
TXN_01987154,1,99.99999945897015,1,Block
TXN_01980650,1,99.99999945183072,1,Block
TXN_01990217,1,99.99999952780247,1,Block
TXN_01985625,1,99.99999945277065,1,Block
TXN_01994362,1,99.99999924525915,1,Block
TXN_01997194,1,99.99999952779129,1,Block
TXN_01990835,1,99.99999949371295,1,Block
TXN_01997891,1,99.99999949493237,1,Block
TXN_01980992,1,99.99999923351382,1,Block
TXN_01988719,1,99.99999952779129,1,Block
TXN_01993179,1,99.99999942198995,1,Block
TXN_01986316,1,99.9999993787979,1,Block
TXN_01974020,1,99.99999952780247,1,Block
TXN_01985210,1,99.99999945897015,1,Block
TXN_01981957,1,99.99999947025535,1,Block
TXN_01981336,1,99.9999995179947,1,Block
TXN_01977311,1,99.99999951181778,1,Block
TXN_01977164,1,99.9999967872947,1,Block
TXN_01971931,1,99.99999952779129,1,Block
TXN_01989839,1,99.99999950074485,1,Block
TXN_01990997,1,99.9999993950605,1,Block
TXN_01987356,1,99.99999938468933,1,Block
TXN_01986237,1,99.99999947066055,1,Block
TXN_01991695,1,99.99999945184366,1,Block
TXN_01988109,1,99.99999916712598,1,Block
TXN_01973136,1,99.99999668117748,1,Block
TXN_01991815,1,99.99999946671517,1,Block
TXN_01983279,1,99.99999945184364,1,Block
TXN_01985997,1,99.99999945895735,1,Block
TXN_01993566,1,99.99999952780247,1,Block
TXN_01995598,1,99.99999209894546,1,Block
TXN_01983685,1,99.99999952780247,1,Block
TXN_01993629,1,99.9999995180061,1,Block
TXN_01979931,1,99.99999947066055,1,Block
TXN_01991905,1,99.9999995155057,1,Block
TXN_01990664,1,99.99999952326988,1,Block
TXN_01978344,1,99.99999952780247,1,Block
TXN_01971763,1,99.99999952325858,1,Block
TXN_01994463,1,99.9999967872947,1,Block
TXN_01998727,1,99.9999995179947,1,Block
TXN_01994567,1,99.99999642028929,1,Block
TXN_01993431,1,99.99999950970432,1,Block
TXN_01991117,1,99.99999910896412,1,Block
TXN_01985581,1,99.99999678721852,1,Block
TXN_01972944,1,99.9999995179947,1,Block
TXN_01973531,1,99.99999948847369,1,Block
TXN_01999535,1,99.99999937567824,1,Block
TXN_01977531,1,99.99999952779129,1,Block
TXN_01993295,1,99.9999993950605,1,Block
TXN_01980507,1,99.99999942193118,1,Block
TXN_01988655,1,99.9999995277913,1,Block
TXN_01987294,1,99.99999952780247,1,Block
TXN_01994148,1,99.9999967341362,1,Block
TXN_01975427,1,99.99999793992653,1,Block
TXN_01987317,1,99.99999950498626,1,Block
TXN_01984070,1,99.99999940434934,1,Block
TXN_01989094,1,99.99999952780247,1,Block
TXN_01971947,1,99.99999941527962,1,Block
TXN_01981698,1,99.9999995179947,1,Block
TXN_01976710,1,99.999999467438,1,Block
TXN_01995902,1,99.9999995098779,1,Block
TXN_01979694,1,99.99999943369366,1,Block
TXN_01996248,1,99.99999945184364,1,Block
TXN_01985709,1,99.99999952780247,1,Block
TXN_01992912,1,99.9999994702554,1,Block
TXN_01975507,1,99.99999945897014,1,Block
TXN_01987565,1,99.99999945852196,1,Block
TXN_01995562,1,99.99999937509398,1,Block
TXN_01996809,1,99.99999945184366,1,Block
TXN_01996833,1,99.99999941268607,1,Block
TXN_01998998,1,99.99999948690169,1,Block
TXN_01984417,1,99.99999950498626,1,Block
TXN_01983546,1,99.99999952780247,1,Block
TXN_01984161,1,99.99999627049118,1,Block
TXN_01999098,1,99.99999952780247,1,Block
TXN_01974145,1,99.99999945699018,1,Block
TXN_01996700,1,99.99999950753494,1,Block
TXN_01989541,1,99.99999952173991,1,Block
TXN_01972064,1,99.99999951551719,1,Block
TXN_01979188,1,99.99999950209745,1,Block
TXN_01994146,1,99.99999952780247,1,Block
TXN_01977849,1,99.99999942198995,1,Block
TXN_01983300,1,99.99999945201856,1,Block
TXN_01994676,1,99.99999952780247,1,Block
TXN_01999435,1,99.99999949538218,1,Block
TXN_01997489,1,99.99999946897637,1,Block
TXN_01982401,1,99.99999949952065,1,Block
TXN_01973885,1,99.9999995155057,1,Block
TXN_01993532,1,99.99999946591444,1,Block
TXN_01993704,1,99.99999952780247,1,Block
TXN_01976040,1,99.9999994518437,1,Block
TXN_01995054,1,99.99999946487867,1,Block
TXN_01984121,1,99.99999945958189,1,Block
TXN_01982550,1,99.99999952780247,1,Block
TXN_01979652,1,99.99999950970432,1,Block
TXN_01996546,1,99.99999952779129,1,Block
TXN_01986397,1,99.99999952780247,1,Block
TXN_01995503,1,99.99999627040273,1,Block
TXN_01980562,1,99.99999952780247,1,Block
TXN_01986196,1,99.99999922323668,1,Block
TXN_01996601,1,99.99999942048812,1,Block
TXN_01989756,1,99.99999952780247,1,Block
TXN_01990846,1,99.99999952780247,1,Block
TXN_01993082,1,99.99999950121212,1,Block
TXN_01988402,1,99.99999950209745,1,Block
TXN_01993740,1,99.99999950203504,1,Block
TXN_01996758,1,99.99999945183065,1,Block
TXN_01988240,1,99.99999952780247,1,Block
TXN_01985767,1,99.99999950359692,1,Block
TXN_01985738,1,99.99999952779129,1,Block
TXN_01970018,1,99.99999662133025,1,Block
TXN_01995585,1,99.99999952780247,1,Block
TXN_01993459,1,99.99999947066055,1,Block
TXN_01971311,1,99.99999678721852,1,Block
TXN_01975784,1,99.99999943226648,1,Block
TXN_01985909,1,99.9999994584285,1,Block
TXN_01990980,1,99.9999994869017,1,Block
TXN_01987183,1,99.99999950970432,1,Block
TXN_01986336,1,99.99999945661533,1,Block
TXN_01977129,1,99.99999948491323,1,Block
TXN_01976292,1,99.99999949539415,1,Block
TXN_01978931,1,99.9999992248609,1,Block
TXN_01982712,1,99.99999952780247,1,Block
TXN_01975465,1,99.99999950208564,1,Block
TXN_01983992,1,99.99999950209745,1,Block
TXN_01975551,1,99.99999939237476,1,Block
TXN_01977920,1,99.99999932900765,1,Block
TXN_01983206,1,99.99999952780247,1,Block
TXN_01995462,1,99.99999937093169,1,Block
TXN_01973201,1,99.99999950359695,1,Block
TXN_01994864,1,99.99999952780247,1,Block
TXN_01990374,1,99.99999946487857,1,Block
TXN_01971328,1,99.99999952780247,1,Block
TXN_01980521,1,99.99999945184366,1,Block
TXN_01976975,1,99.99999926800491,1,Block
TXN_01994631,1,99.9999994872127,1,Block
TXN_01983456,1,99.9999982845606,1,Block
TXN_01986334,1,99.99999948748186,1,Block
TXN_01985429,1,99.99999950595449,1,Block
TXN_01974395,1,99.99999928047394,1,Block
TXN_01988700,1,99.99999942215292,1,Block
TXN_01987376,1,99.9999995179947,1,Block
TXN_01987765,1,99.99999945184368,1,Block
TXN_01970127,1,99.99999950204683,1,Block
TXN_01981389,1,99.99999950970432,1,Block
TXN_01970357,1,99.99999928762612,1,Block
TXN_01981044,1,99.99999952779129,1,Block
TXN_01973994,1,99.9999995179947,1,Block
TXN_01972759,1,99.99999951220558,1,Block
TXN_01996696,1,99.99999952779129,1,Block
TXN_01982600,1,99.99999947625177,1,Block
TXN_01984823,1,99.99999948300183,1,Block
TXN_01978755,1,99.99999951800613,1,Block
TXN_01996902,1,99.99999827685119,1,Block
TXN_01973163,1,99.9999995179947,1,Block
TXN_01988272,1,99.99999952173991,1,Block
TXN_01973374,1,99.99999797530555,1,Block
TXN_01991705,1,99.99999950359692,1,Block
TXN_01985939,1,99.99999939431976,1,Block
TXN_01974886,1,99.99999948106064,1,Block
TXN_01995818,1,99.99999678721852,1,Block
TXN_01982579,1,99.99999950359692,1,Block
TXN_01988868,1,99.999999512156,1,Block
TXN_01973190,1,99.9999993847041,1,Block
TXN_01993803,1,99.99999952780247,1,Block
TXN_01995114,1,99.99999952780247,1,Block
TXN_01973957,1,99.99999950970432,1,Block
TXN_01975967,1,99.9999995179947,1,Block
TXN_01974566,1,99.99999950988952,1,Block
TXN_01997591,1,99.9999994995325,1,Block
TXN_01972480,1,99.99999952780247,1,Block
TXN_01978988,1,99.9999994579596,1,Block
TXN_01978030,1,99.99999952780247,1,Block
TXN_01976039,1,99.99999952780247,1,Block
TXN_01986619,1,99.99999952326988,1,Block
TXN_01994653,1,99.99999948721268,1,Block
TXN_01995867,1,99.99999944436877,1,Block
TXN_01989236,1,99.99999678721852,1,Block
TXN_01996176,1,99.99999941487026,1,Block
TXN_01972106,1,99.99999952775444,1,Block
TXN_01977887,1,99.99999907728966,1,Block
TXN_01988463,1,99.99999952780247,1,Block
TXN_01997909,1,99.99999950204683,1,Block
TXN_01985427,1,99.99999662632062,1,Block
TXN_01977634,1,99.9999967872947,1,Block
TXN_01986935,1,99.99999939506058,1,Block
TXN_01994495,1,99.99999678721852,1,Block
TXN_01979372,1,99.99999937509398,1,Block
TXN_01984140,1,99.99999947657426,1,Block
TXN_01978762,1,99.99999678721855,1,Block
TXN_01994939,1,99.99999952780247,1,Block
TXN_01974334,1,99.99999616359106,1,Block
TXN_01991172,1,99.99999952780247,1,Block
TXN_01974513,1,99.99999945184366,1,Block
TXN_01992646,1,99.99999948690163,1,Block
TXN_01990697,1,99.99999947946614,1,Block
TXN_01977288,1,99.99999938470387,1,Block
TXN_01986526,1,99.99999942329806,1,Block
TXN_01991841,1,99.9999995179947,1,Block
TXN_01975691,1,99.999999463216,1,Block
TXN_01990363,1,99.99999952780247,1,Block
TXN_01985729,1,99.99999678721852,1,Block
TXN_01991737,1,99.99999950021612,1,Block
TXN_01981158,1,99.9999995179947,1,Block
TXN_01972207,1,99.99999952780247,1,Block
TXN_01993683,1,99.99999950706189,1,Block
TXN_01998803,1,99.99999945184364,1,Block
TXN_01978873,1,99.9999995179947,1,Block
TXN_01979331,1,99.99999948594332,1,Block
TXN_01970414,1,99.99999952780247,1,Block
TXN_01991733,1,99.99999945183066,1,Block
TXN_01983553,1,99.99999952780247,1,Block
TXN_01999033,1,99.9999995179947,1,Block
TXN_01970926,1,99.99999934602224,1,Block
TXN_01981819,1,99.9999992157644,1,Block
TXN_01998906,1,99.99999949538218,1,Block
TXN_01974557,1,99.99999946487863,1,Block
TXN_01971541,1,99.99999946321603,1,Block
TXN_01987142,1,99.99999952780247,1,Block
TXN_01972543,1,99.99999946591444,1,Block
TXN_01985945,1,99.99999678721852,1,Block
TXN_01999125,1,99.99999946995388,1,Block
TXN_01989708,1,99.99999947025537,1,Block
TXN_01974219,1,99.99999673411402,1,Block
TXN_01974386,1,99.99999935156279,1,Block
TXN_01991741,1,99.99999947657423,1,Block
TXN_01978040,1,99.99999949539415,1,Block
TXN_01989045,1,99.99999946386433,1,Block
TXN_01993895,1,99.99999929074357,1,Block
TXN_01982880,1,99.99999944352587,1,Block
TXN_01995014,1,99.99999952780247,1,Block
TXN_01995040,1,99.99999949539415,1,Block
TXN_01987779,1,99.9999995179947,1,Block
TXN_01991672,1,99.99999950987788,1,Block
TXN_01996668,1,99.99999600512616,1,Block
TXN_01996203,1,99.99999946791229,1,Block
TXN_01979998,1,99.99999950209745,1,Block
TXN_01997810,1,99.99999950666998,1,Block
TXN_01972365,1,99.99999503219077,1,Block
TXN_01997559,1,99.99999950359692,1,Block
TXN_01986731,1,99.9999994868895,1,Block
TXN_01978777,1,99.99999662632058,1,Block
TXN_01993549,1,99.99999952780247,1,Block
TXN_01999424,1,99.99999952325858,1,Block
TXN_01992834,1,99.99999952780247,1,Block
TXN_01991866,1,99.9999995179947,1,Block
TXN_01998146,1,99.99999941983344,1,Block
TXN_01981498,1,99.99999952780247,1,Block
TXN_01991043,1,99.999999173995,1,Block
TXN_01987407,1,99.99999952780247,1,Block
TXN_01978463,1,99.999999465471,1,Block
TXN_01975182,1,99.99999943436511,1,Block
TXN_01983538,1,99.99999952779129,1,Block
TXN_01976489,1,99.99999946755882,1,Block
TXN_01996510,1,99.99999945183066,1,Block
TXN_01977987,1,99.99999945184368,1,Block
TXN_01987912,1,99.99999952780247,1,Block
TXN_01993027,1,99.99999928498691,1,Block
TXN_01989578,1,99.99999929100778,1,Block
TXN_01988156,1,99.99999950970432,1,Block
TXN_01971846,1,99.99999947066055,1,Block
TXN_01974884,1,99.99999943214495,1,Block
TXN_01971226,1,99.99999952780247,1,Block
TXN_01984342,1,99.99999946866697,1,Block
TXN_01993712,1,99.99999950074485,1,Block
TXN_01996750,1,99.99999952780247,1,Block
TXN_01998552,1,99.99999947946614,1,Block
TXN_01995679,1,99.99999947204665,1,Block
TXN_01980113,1,99.99999952780247,1,Block
TXN_01995912,1,99.99999952780247,1,Block
TXN_01988085,1,99.99999936212956,1,Block
TXN_01990120,1,99.99999946647948,1,Block
TXN_01982092,1,99.99999950204683,1,Block
TXN_01997770,1,99.9999955093071,1,Block
TXN_01976623,1,99.99999952780247,1,Block
TXN_01975207,1,99.9999995180061,1,Block
TXN_01976372,1,99.99999952780247,1,Block
TXN_01990613,1,99.99999943226649,1,Block
TXN_01972960,1,99.99999945184366,1,Block
TXN_01971684,1,99.99999946995383,1,Block
TXN_01974921,1,99.9999994695273,1,Block
TXN_01997655,1,99.99999948721268,1,Block
TXN_01978634,1,99.99999952780247,1,Block
TXN_01989254,1,99.99999952780247,1,Block
TXN_01990084,1,99.99999948742975,1,Block
TXN_01978387,1,99.99999947946617,1,Block
TXN_01979844,1,99.99999912492605,1,Block
TXN_01981638,1,99.99999952780247,1,Block
TXN_01997389,1,99.99999952780247,1,Block
TXN_01995695,1,99.9999994584285,1,Block
TXN_01979217,1,99.9999993104218,1,Block
TXN_01999473,1,99.9999995278025,1,Block
TXN_01997005,1,99.99999951221716,1,Block
TXN_01977297,1,99.99999668117748,1,Block
TXN_01984741,1,99.99999942043347,1,Block
TXN_01995556,1,99.99999952780247,1,Block
TXN_01983505,1,99.99999938503936,1,Block
TXN_01983134,1,99.99999952780247,1,Block
TXN_01991213,1,99.99999927456997,1,Block
TXN_01992918,1,99.99999952780247,1,Block
TXN_01984562,1,99.99999948721268,1,Block
TXN_01972037,1,99.99999952774326,1,Block
TXN_01979704,1,99.99999944480582,1,Block
TXN_01994821,1,99.99999950209745,1,Block
TXN_01979935,1,99.99999952780247,1,Block
TXN_01978544,1,99.99999949493237,1,Block
TXN_01995336,1,99.99999941458275,1,Block
TXN_01985416,1,99.99999950021609,1,Block
TXN_01972766,1,99.99999944064997,1,Block
TXN_01994288,1,99.99999952780247,1,Block
TXN_01980968,1,99.99999952325858,1,Block
TXN_01976664,1,99.99999934602235,1,Block
TXN_01975341,1,99.99999949539415,1,Block
TXN_01996730,1,99.99999945897027,1,Block
TXN_01970183,1,99.99999929373253,1,Block
TXN_01985631,1,99.99999946943576,1,Block
TXN_01994144,1,99.99999952780247,1,Block
TXN_01982235,1,99.99999678721852,1,Block
TXN_01991619,1,99.99999948748186,1,Block
TXN_01974494,1,99.99999948594329,1,Block
TXN_01970363,1,99.9999993729481,1,Block
TXN_01985793,1,99.99999952779129,1,Block
TXN_01980532,1,99.99999949539415,1,Block
TXN_01985965,1,99.99999949539415,1,Block
TXN_01981465,1,99.9999995179947,1,Block
TXN_01998276,1,99.99999939200622,1,Block
TXN_01983151,1,99.99999939562618,1,Block
TXN_01998471,1,99.9999994465688,1,Block
TXN_01974877,1,99.99999952779129,1,Block
TXN_01976315,1,99.99999952779129,1,Block
TXN_01979904,1,99.99999952774326,1,Block
TXN_01990039,1,99.99999952780247,1,Block
TXN_01983147,1,99.99999948721268,1,Block
TXN_01981076,1,99.99999952780247,1,Block
TXN_01986638,1,99.9999994517879,1,Block
TXN_01995726,1,99.99999952780247,1,Block
TXN_01973183,1,99.9999995179947,1,Block
TXN_01974132,1,99.99999946093968,1,Block
TXN_01972758,1,99.99999952780247,1,Block
TXN_01980846,1,99.99999946556679,1,Block
