transaction_id,is_fraud,iso_risk_score,iso_prediction,risk_tier
TXN_00529348,0,49.003591514514724,1,Flag
TXN_01497413,0,47.92664936412319,1,Flag
TXN_01562040,0,58.18560036051097,1,Block
TXN_01984129,1,81.43352207194327,1,Block
TXN_00601480,0,59.82093990458672,1,Block
TXN_01463309,0,58.22906233679529,1,Block
TXN_01971124,1,83.87773347109905,1,Block
TXN_00454150,0,56.786091232960764,1,Block
TXN_00048939,0,49.93501802196296,1,Flag
TXN_00932007,0,64.90424280975795,1,Block
TXN_00561093,0,47.54833364853201,1,Flag
TXN_00453848,0,52.89252094041722,1,Block
TXN_01982344,1,83.44584147489947,1,Block
TXN_01984127,1,93.50477748201939,1,Block
TXN_01915327,0,56.79688084798446,1,Block
TXN_01999255,1,93.05597638142837,1,Block
TXN_00341906,0,52.471159578579915,1,Block
TXN_00044367,0,53.20168780840281,1,Block
TXN_01426680,0,50.35558631315814,1,Flag
TXN_00676508,0,48.385642418600284,1,Flag
TXN_00760475,0,47.744809237446496,1,Flag
TXN_01233529,0,52.711216256595634,1,Block
TXN_01288314,0,52.55057085243531,1,Block
TXN_00320041,0,53.70828599539347,1,Block
TXN_01589344,0,57.099489087446685,1,Block
TXN_00316116,0,63.378098374698396,1,Block
TXN_01999316,1,83.35825646576006,1,Block
TXN_00369943,0,48.59021002799565,1,Flag
TXN_01082859,0,58.08411349189713,1,Block
TXN_00632041,0,58.660253154549544,1,Block
TXN_01995869,1,77.45455765840559,1,Block
TXN_00250156,0,57.65806328191697,1,Block
TXN_01974656,1,89.51608395159349,1,Block
TXN_00373924,0,56.99886353746218,1,Block
TXN_01992369,1,79.82598382284499,1,Block
TXN_01177367,0,48.98392783786415,1,Flag
TXN_01999626,1,90.52133721368523,1,Block
TXN_01971377,1,91.31070577965986,1,Block
TXN_01986095,1,69.48199133975537,1,Block
TXN_01566213,0,50.306575231290516,1,Flag
TXN_00355569,0,56.34998283353355,1,Block
TXN_01985502,1,96.46657817825962,1,Block
TXN_01223140,0,51.18921684093863,1,Flag
TXN_00066337,0,48.19097843096364,1,Flag
TXN_01978450,1,86.26782143612706,1,Block
TXN_00858609,0,57.66816645056615,1,Block
TXN_01975396,1,95.13906651821112,1,Block
TXN_01410753,0,50.44196403335311,1,Flag
TXN_01498532,0,65.61971780844601,1,Block
TXN_00311149,0,55.00964154085965,1,Block
TXN_01298251,0,50.37051978141896,1,Flag
TXN_01970205,1,73.18886027064444,1,Block
TXN_01516417,0,52.762801031381386,1,Block
TXN_00107429,0,52.61114100180721,1,Block
TXN_00857202,0,61.44131988676,1,Block
TXN_00027186,0,54.31222420322112,1,Block
TXN_01987325,1,85.61517368676684,1,Block
TXN_00121038,0,52.435976556664485,1,Block
TXN_00006752,0,64.92503457741623,1,Block
TXN_01846185,0,49.87184166653974,1,Flag
TXN_00615064,0,69.50077481694473,1,Block
TXN_01558475,0,47.60253018617872,1,Flag
TXN_00494606,0,48.33087620235206,1,Flag
TXN_01986637,1,63.024786275046,1,Block
TXN_01976635,1,72.17390238856883,1,Block
TXN_01987428,1,94.69402189540222,1,Block
TXN_01198123,0,55.11617403408862,1,Block
TXN_01463451,0,55.029957406908565,1,Block
TXN_01988852,1,58.196395739280916,1,Block
TXN_01299950,0,62.5884645831635,1,Block
TXN_00103897,0,49.86791865455935,1,Flag
TXN_00430290,0,57.75906718730586,1,Block
TXN_01972259,1,84.15070265426372,1,Block
TXN_00283080,0,48.84859756810738,1,Flag
TXN_00320184,0,51.53291880127559,1,Flag
TXN_01318769,0,48.74393614218943,1,Flag
TXN_00346944,0,47.529303583548,1,Flag
TXN_01974001,1,58.05631478110605,1,Block
TXN_00737871,0,61.26536305793046,1,Block
TXN_00865275,0,62.41213706222949,1,Block
TXN_00949769,0,48.766108259601396,1,Flag
TXN_00263778,0,56.52831715125238,1,Block
TXN_00786515,0,49.18325173910323,1,Flag
TXN_00784249,0,56.63558314810684,1,Block
TXN_01579125,0,65.18833083431299,1,Block
TXN_01974227,1,58.75489676306604,1,Block
TXN_01333427,0,48.143696656974086,1,Flag
TXN_01117489,0,49.670307512265644,1,Flag
TXN_01806978,0,69.78311128095251,1,Block
TXN_01240578,0,61.19525842999596,1,Block
TXN_01979238,1,90.00513468492807,1,Block
TXN_01998181,1,82.88652214112106,1,Block
TXN_01211427,0,48.96372733522305,1,Flag
TXN_00345656,0,49.141191812072144,1,Flag
TXN_00064322,0,67.533354729694,1,Block
TXN_00846582,0,60.29045566097888,1,Block
TXN_01982305,1,89.4802547969918,1,Block
TXN_01806823,0,55.24492222672958,1,Block
TXN_00978488,0,52.25211770776903,1,Block
TXN_01628541,0,63.62132806573774,1,Block
TXN_01372334,0,49.87706229937222,1,Flag
TXN_00934813,0,69.98489582751152,1,Block
TXN_01536630,0,52.92484146936112,1,Block
TXN_01217981,0,54.48684097477549,1,Block
TXN_01045662,0,55.68951096261523,1,Block
TXN_01404326,0,55.78655787074861,1,Block
TXN_00032740,0,51.04460091587974,1,Flag
TXN_01988380,1,88.33056702215106,1,Block
TXN_01895104,0,57.56057351073254,1,Block
TXN_00879189,0,49.70697585101508,1,Flag
TXN_01038339,0,59.86612138064889,1,Block
TXN_00820800,0,48.85895831841686,1,Flag
TXN_01486326,0,51.86518051233203,1,Block
TXN_00172857,0,63.780783336932245,1,Block
TXN_00953098,0,50.56729925968442,1,Flag
TXN_00744583,0,63.15413006028419,1,Block
TXN_00645181,0,54.91210813604555,1,Block
TXN_00876039,0,56.446194335604744,1,Block
TXN_00150147,0,54.34160037597358,1,Block
TXN_00255585,0,48.5634474952453,1,Flag
TXN_01970672,1,88.04854877997317,1,Block
TXN_00553035,0,51.55513527902349,1,Flag
TXN_01766872,0,52.11696127799702,1,Block
TXN_00882329,0,48.56244999116841,1,Flag
TXN_01970416,1,74.807482480945,1,Block
TXN_00526402,0,49.28069635057671,1,Flag
TXN_00636887,0,57.12903243796328,1,Block
TXN_01605004,0,63.42737629715879,1,Block
TXN_01278880,0,52.51571894670963,1,Block
TXN_01998578,1,86.69504033668255,1,Block
TXN_01246794,0,64.233809244834,1,Block
TXN_01856158,0,48.79035298007332,1,Flag
TXN_01993924,1,85.92000528969479,1,Block
TXN_00390387,0,58.56610241723491,1,Block
TXN_01996109,1,86.74473385842768,1,Block
TXN_01706982,0,54.30651809712231,1,Block
TXN_01973686,1,78.2450047680224,1,Block
TXN_01475681,0,53.63235414395207,1,Block
TXN_01857770,0,49.618130450545564,1,Flag
TXN_01262039,0,54.97125794627149,1,Block
TXN_01970653,1,83.77177577988235,1,Block
TXN_01011275,0,60.246344256673474,1,Block
TXN_00402944,0,52.00882355819372,1,Block
TXN_01514820,0,47.943216221533994,1,Flag
TXN_00102623,0,48.28773074724378,1,Flag
TXN_01963313,0,73.92041653639996,1,Block
TXN_01290998,0,53.591558897587205,1,Block
TXN_01174604,0,55.144206311100824,1,Block
TXN_00415282,0,48.921676589126605,1,Flag
TXN_01999896,1,87.16988294246065,1,Block
TXN_00249096,0,58.946443691981045,1,Block
TXN_01997747,1,56.704969948213005,1,Block
TXN_01973314,1,71.29375851927918,1,Block
TXN_01830487,0,53.49047545312232,1,Block
TXN_00298383,0,49.04732699473691,1,Flag
TXN_01993103,1,82.54369796572576,1,Block
TXN_00765630,0,50.25771347267655,1,Flag
TXN_00778339,0,60.57128960376073,1,Block
TXN_01166591,0,55.081419107471376,1,Block
TXN_00917468,0,48.77624842279427,1,Flag
TXN_01387629,0,58.1603252195872,1,Block
TXN_01972722,1,90.27750575876017,1,Block
TXN_00514862,0,50.437229256159085,1,Flag
TXN_01988565,1,75.26714417384565,1,Block
TXN_00100294,0,49.82055688288097,1,Flag
TXN_01850370,0,54.15050798246405,1,Block
TXN_01360223,0,52.8923544034635,1,Block
TXN_00827600,0,60.47874563517861,1,Block
TXN_01174741,0,52.59107963929385,1,Block
TXN_00057131,0,48.282160528815325,1,Flag
TXN_00769784,0,52.202901407026744,1,Block
TXN_00297313,0,56.50670072042567,1,Block
TXN_00703041,0,62.795437470172025,1,Block
TXN_01115603,0,48.8332239561578,1,Flag
TXN_00423251,0,51.848526849921996,1,Block
TXN_00166944,0,62.43536657849218,1,Block
TXN_00092676,0,50.187691455594994,1,Flag
TXN_00443887,0,62.98323231250359,1,Block
TXN_00462515,0,56.49940411484859,1,Block
TXN_00496348,0,47.532835956675626,1,Flag
TXN_01978496,1,93.33530050749945,1,Block
TXN_00237407,0,55.90401967727883,1,Block
TXN_01044686,0,51.10743647043293,1,Flag
TXN_01136142,0,58.55886883382007,1,Block
TXN_00746790,0,51.27639427132238,1,Flag
TXN_00985087,0,48.660552328008286,1,Flag
TXN_00157081,0,49.01887125228076,1,Flag
TXN_01991883,1,76.2908772221176,1,Block
TXN_00868378,0,53.38658639670427,1,Block
TXN_01992623,1,82.5392020337967,1,Block
TXN_00026730,0,56.58032630224467,1,Block
TXN_01096844,0,49.103606655366505,1,Flag
TXN_01914953,0,57.57593586441299,1,Block
TXN_01977734,1,86.49979516694592,1,Block
TXN_01664834,0,53.45290196805701,1,Block
TXN_01966493,0,54.17651996362047,1,Block
TXN_00114946,0,72.9732949891743,1,Block
TXN_01980850,1,86.83413559070752,1,Block
TXN_00875599,0,59.58126021602229,1,Block
TXN_00461582,0,54.671651122675286,1,Block
TXN_00544342,0,57.56257802804481,1,Block
TXN_01579524,0,50.465948359734696,1,Flag
TXN_01928875,0,48.87521849613187,1,Flag
TXN_01107244,0,58.55465094151392,1,Block
TXN_01956093,0,50.40727362405006,1,Flag
TXN_01985143,1,66.1366435502081,1,Block
TXN_01989678,1,84.60618138701727,1,Block
TXN_00941336,0,50.91495597027211,1,Flag
TXN_01282569,0,47.59374139432175,1,Flag
TXN_01983358,1,80.98014268190025,1,Block
TXN_00571569,0,52.86513260674439,1,Block
TXN_01557123,0,60.567835253059414,1,Block
TXN_00227241,0,68.29621830844896,1,Block
TXN_01749079,0,58.92297120670199,1,Block
TXN_01252332,0,67.262846676384,1,Block
TXN_00376698,0,62.54004253014786,1,Block
TXN_01984033,1,91.62921227082072,1,Block
TXN_00575588,0,51.96457845395659,1,Block
TXN_01973027,1,93.40015523917907,1,Block
TXN_00512862,0,47.95673339157637,1,Flag
TXN_01989673,1,75.96621222030703,1,Block
TXN_00804031,0,48.05470140482383,1,Flag
TXN_01334156,0,49.83620790291092,1,Flag
TXN_01986130,1,74.41656787102733,1,Block
TXN_00534052,0,50.59299047455133,1,Flag
TXN_01752155,0,65.77080158799282,1,Block
TXN_01992079,1,76.27841863747742,1,Block
TXN_00920170,0,69.88117871072527,1,Block
TXN_00739780,0,53.363958310155404,1,Block
TXN_01580761,0,48.15196212884628,1,Flag
TXN_00513363,0,48.93545740470301,1,Flag
TXN_01612093,0,50.04702285579388,1,Flag
TXN_00232511,0,56.46044946332037,1,Block
TXN_01983529,1,73.86898180483055,1,Block
TXN_01981317,1,92.04099791784856,1,Block
TXN_00195361,0,50.83671121674214,1,Flag
TXN_01288030,0,51.497062789867016,1,Flag
TXN_01019927,0,55.44885650703662,1,Block
TXN_01104269,0,47.470830359280036,1,Flag
TXN_00413299,0,52.957336189008046,1,Block
TXN_01170936,0,60.887633900210616,1,Block
TXN_00835927,0,47.57476150620248,1,Flag
TXN_00956803,0,49.50793419303584,1,Flag
TXN_01973080,1,66.71768153584603,1,Block
TXN_00123942,0,54.48915304589957,1,Block
TXN_00022951,0,57.78418706826344,1,Block
TXN_01720205,0,50.68653906439131,1,Flag
TXN_01646404,0,47.88511477169088,1,Flag
TXN_01381439,0,65.08412084161105,1,Block
TXN_00630552,0,54.0979602800381,1,Block
TXN_01803959,0,59.412510652950864,1,Block
TXN_00194855,0,47.42739679073388,1,Flag
TXN_01859699,0,50.93509050395025,1,Flag
TXN_00460843,0,50.27664159801875,1,Flag
TXN_00075876,0,48.27261868777503,1,Flag
TXN_01850076,0,52.55748613485972,1,Block
TXN_00530858,0,55.33165287219291,1,Block
TXN_01100775,0,49.66079981298987,1,Flag
TXN_01585315,0,47.54661792342582,1,Flag
TXN_01991170,1,89.72334714288289,1,Block
TXN_00804726,0,58.53607549161572,1,Block
TXN_01975565,1,88.63292593052344,1,Block
TXN_00755876,0,49.2087853057325,1,Flag
TXN_01136126,0,62.79913846844789,1,Block
TXN_00903201,0,53.58595894240102,1,Block
TXN_00762900,0,49.22803549574404,1,Flag
TXN_00317724,0,50.96241453968973,1,Flag
TXN_01787281,0,62.92361360879252,1,Block
TXN_00216083,0,52.6937511596625,1,Block
TXN_01990417,1,65.7591238404848,1,Block
TXN_00433066,0,61.24755367387017,1,Block
TXN_01294335,0,47.53141907122249,1,Flag
TXN_01128180,0,47.97337146587488,1,Flag
TXN_00888044,0,48.06874679024074,1,Flag
TXN_00641697,0,57.12587958270753,1,Block
TXN_01982023,1,87.19548475616178,1,Block
TXN_00319956,0,63.6387593322013,1,Block
TXN_01898860,0,48.16646142428294,1,Flag
TXN_00846617,0,70.48166014532784,1,Block
TXN_00963461,0,49.71271150075017,1,Flag
TXN_01251426,0,48.92996535910433,1,Flag
TXN_01924108,0,53.7700855047927,1,Block
TXN_00477765,0,56.22693056738464,1,Block
TXN_01412102,0,54.49747473842465,1,Block
TXN_00566473,0,58.14614778386254,1,Block
TXN_00201804,0,65.5515128036878,1,Block
TXN_01990290,1,83.49089017344623,1,Block
TXN_01105192,0,59.55249785167144,1,Block
TXN_00823012,0,54.6689494432483,1,Block
TXN_00688866,0,59.87565405129791,1,Block
TXN_01530738,0,64.08415271357427,1,Block
TXN_00019840,0,50.75845101592261,1,Flag
TXN_01991073,1,86.35885974080702,1,Block
TXN_00809286,0,47.614525636032134,1,Flag
TXN_00394726,0,60.53619730552835,1,Block
TXN_00424640,0,49.103480433188814,1,Flag
TXN_00053976,0,47.50711948753239,1,Flag
TXN_01091741,0,52.22941432525227,1,Block
TXN_01981564,1,76.27114526005457,1,Block
TXN_00865227,0,52.87046650415386,1,Block
TXN_00642968,0,55.03953718824252,1,Block
TXN_00322474,0,47.603058127779285,1,Flag
TXN_00506794,0,50.4786563746538,1,Flag
TXN_01995231,1,71.02080631132931,1,Block
TXN_00286204,0,63.99243464452734,1,Block
TXN_00375892,0,60.662370462504484,1,Block
TXN_01771077,0,50.352847486346484,1,Flag
TXN_00502713,0,50.87040445399661,1,Flag
TXN_01204101,0,51.098826317067356,1,Flag
TXN_01977875,1,84.50086680793862,1,Block
TXN_00744930,0,50.58340318943352,1,Flag
TXN_01087814,0,53.046339411655445,1,Block
TXN_01808658,0,54.50119671805106,1,Block
TXN_01784254,0,54.52115454066545,1,Block
TXN_01362651,0,52.759879825009236,1,Block
TXN_01895520,0,55.2702105396483,1,Block
TXN_00777285,0,52.707008231045585,1,Block
TXN_00447186,0,54.516987111572014,1,Block
TXN_01253560,0,47.91897298526711,1,Flag
TXN_01611829,0,64.19314505607986,1,Block
TXN_01983461,1,87.03708725485487,1,Block
TXN_01993424,1,66.5391875645473,1,Block
TXN_00200849,0,64.43182328070435,1,Block
TXN_01977514,1,91.70481005381993,1,Block
TXN_00495937,0,50.667970757771066,1,Flag
TXN_01998761,1,76.73142923257679,1,Block
TXN_01396053,0,50.82315954237869,1,Flag
TXN_00863270,0,56.162388529896795,1,Block
TXN_00455066,0,47.863336937569656,1,Flag
TXN_00069970,0,52.21992768111332,1,Block
TXN_01968235,0,65.44630729320232,1,Block
TXN_01982307,1,96.75379264063687,1,Block
TXN_01880334,0,58.63355909015252,1,Block
TXN_01976506,1,80.25860538145135,1,Block
TXN_01981202,1,95.95066924703778,1,Block
TXN_01392948,0,59.053253723722236,1,Block
TXN_00624159,0,53.81718281762524,1,Block
TXN_01974472,1,76.33200853812514,1,Block
TXN_00512704,0,48.55267186928752,1,Flag
TXN_01989160,1,73.77781545547934,1,Block
TXN_01083142,0,64.78720753484119,1,Block
TXN_01904676,0,55.21891287662634,1,Block
TXN_00269394,0,73.806136257252,1,Block
TXN_00683927,0,51.49726296897353,1,Flag
TXN_01989734,1,70.7612368971807,1,Block
TXN_01971063,1,90.60954134503254,1,Block
TXN_01338601,0,47.499596429172506,1,Flag
TXN_00450537,0,60.95044899434619,1,Block
TXN_01996453,1,76.25364359414269,1,Block
TXN_00375222,0,50.779373267268596,1,Flag
TXN_00714599,0,49.544671746668406,1,Flag
TXN_01757763,0,48.245679120245946,1,Flag
TXN_00696806,0,57.5771269723437,1,Block
TXN_01855024,0,54.75644148993928,1,Block
TXN_00197616,0,51.90110928311047,1,Block
TXN_01864921,0,57.420161952643625,1,Block
TXN_00930561,0,65.85420911431166,1,Block
TXN_00498811,0,64.54718110451627,1,Block
TXN_01531031,0,53.357338103451305,1,Block
TXN_00034805,0,50.116049803665504,1,Flag
TXN_01152146,0,49.727460763637104,1,Flag
TXN_01084296,0,58.06096177242501,1,Block
TXN_00809890,0,53.50736790605595,1,Block
TXN_00919613,0,48.086567033923934,1,Flag
TXN_01900794,0,54.27214092509394,1,Block
TXN_01789483,0,57.57591015415839,1,Block
TXN_01361973,0,57.024200336447606,1,Block
TXN_00108485,0,49.2211072737544,1,Flag
TXN_01308982,0,55.07154858059817,1,Block
TXN_00671999,0,66.5412475025771,1,Block
TXN_00942666,0,49.56499679997667,1,Flag
TXN_01050435,0,63.31307771843023,1,Block
TXN_00380591,0,48.704095199478026,1,Flag
TXN_01671091,0,62.865935935398184,1,Block
TXN_00695153,0,60.16230543277551,1,Block
TXN_01629263,0,54.401637790661844,1,Block
TXN_01666686,0,62.17416137438325,1,Block
TXN_01509173,0,49.83141789214598,1,Flag
TXN_01936399,0,58.04787865522517,1,Block
TXN_01945229,0,54.95154427159651,1,Block
TXN_01243345,0,49.957718609424454,1,Flag
TXN_01215354,0,60.05321246002025,1,Block
TXN_01215262,0,49.328530244119214,1,Flag
TXN_00439586,0,48.7399686063846,1,Flag
TXN_00681954,0,63.08423292688789,1,Block
TXN_01550615,0,48.83651283898927,1,Flag
TXN_01976728,1,85.95747815505217,1,Block
TXN_01783258,0,59.3379942067881,1,Block
TXN_01252985,0,49.54238872709092,1,Flag
TXN_01689003,0,48.267198183901094,1,Flag
TXN_01985999,1,85.93855643250255,1,Block
TXN_00023059,0,57.40609521466302,1,Block
TXN_00015080,0,56.45113193691556,1,Block
TXN_00301045,0,52.54226978971832,1,Block
TXN_00564506,0,54.026392144970835,1,Block
TXN_01238974,0,47.463968195384936,1,Flag
TXN_01190915,0,47.9782010986403,1,Flag
TXN_00513191,0,52.32347453965842,1,Block
TXN_00450863,0,51.121082924468304,1,Flag
TXN_01379146,0,58.33425082457124,1,Block
TXN_00722912,0,50.43298645227909,1,Flag
TXN_01038525,0,62.220215084370274,1,Block
TXN_01752730,0,49.10388730386859,1,Flag
TXN_01273124,0,62.77005809910848,1,Block
TXN_00778925,0,60.885538402174674,1,Block
TXN_01994772,1,87.034494869826,1,Block
TXN_01980070,1,85.92016042818929,1,Block
TXN_00582914,0,63.829786459061836,1,Block
TXN_01750395,0,48.759958264768855,1,Flag
TXN_01965722,0,56.80141442320852,1,Block
TXN_01972682,1,85.04921455246364,1,Block
TXN_01981796,1,84.11678919656214,1,Block
TXN_01931364,0,54.09597684321561,1,Block
TXN_00850158,0,50.932654694490694,1,Flag
TXN_00483798,0,57.887249562139715,1,Block
TXN_00889842,0,48.28255280871394,1,Flag
TXN_00364799,0,53.30131160712121,1,Block
TXN_01994757,1,91.31334978241945,1,Block
TXN_01075260,0,50.95145924494002,1,Flag
TXN_00233600,0,51.08493459017972,1,Flag
TXN_01872171,0,53.09293078745436,1,Block
TXN_01279711,0,49.667535374957716,1,Flag
TXN_01972391,1,83.63888588878554,1,Block
TXN_01723915,0,55.978698009571545,1,Block
TXN_00834266,0,58.98724186409734,1,Block
TXN_00403256,0,56.825051704906784,1,Block
TXN_01985940,1,81.57059768179394,1,Block
TXN_00303049,0,48.197997055484095,1,Flag
TXN_00780658,0,53.32170275982683,1,Block
TXN_01986998,1,81.40041951979553,1,Block
TXN_01760506,0,51.743378220998636,1,Block
TXN_01988411,1,78.1665322217897,1,Block
TXN_01974094,1,89.03044119418982,1,Block
TXN_00029721,0,54.777428020350996,1,Block
TXN_01089647,0,52.67482741668153,1,Block
TXN_00703139,0,50.972954943737385,1,Flag
TXN_00476954,0,50.18318205520155,1,Flag
TXN_01554200,0,53.345528605982054,1,Block
TXN_00322978,0,51.874285149769086,1,Block
TXN_00665187,0,51.50294078451586,1,Flag
TXN_01316897,0,57.37188748297852,1,Block
TXN_00029720,0,56.39852974163521,1,Block
TXN_00138798,0,50.72648258224698,1,Flag
TXN_01997102,1,92.37778736702612,1,Block
TXN_00854476,0,50.32253720551842,1,Flag
TXN_01446429,0,54.25330264647375,1,Block
TXN_00316546,0,48.23012192646441,1,Flag
TXN_00550946,0,48.644099716818545,1,Flag
TXN_00356248,0,47.76655465127234,1,Flag
TXN_01990229,1,82.44383851863489,1,Block
TXN_01744549,0,52.78872054277046,1,Block
TXN_00826847,0,47.407354732857065,1,Flag
TXN_01255220,0,51.7663642146041,1,Block
TXN_00474225,0,61.401763433785575,1,Block
TXN_01263708,0,49.03200024460844,1,Flag
TXN_01614237,0,54.49791511971074,1,Block
TXN_01885391,0,51.670369019763385,1,Block
TXN_00445935,0,51.53392432440081,1,Flag
TXN_00209434,0,51.14939539428459,1,Flag
TXN_01858884,0,63.65559107132782,1,Block
TXN_00834783,0,51.53460399945515,1,Flag
TXN_00857415,0,61.62883413038417,1,Block
TXN_01982047,1,80.99085897651834,1,Block
TXN_01429780,0,48.89047630901183,1,Flag
TXN_01659253,0,64.5670625056881,1,Block
TXN_01877856,0,59.130182530060196,1,Block
TXN_01143459,0,48.79780734730161,1,Flag
TXN_00885034,0,47.52194771628969,1,Flag
TXN_01550711,0,48.06618610627985,1,Flag
TXN_01987413,1,79.07584173097325,1,Block
TXN_01983876,1,69.2273051357254,1,Block
TXN_01137116,0,47.62366097949838,1,Flag
TXN_00986052,0,57.0427379197445,1,Block
TXN_01992601,1,90.66068768116858,1,Block
TXN_00874773,0,57.501611450020356,1,Block
TXN_01679198,0,56.821884375566555,1,Block
TXN_00611827,0,49.169552562488555,1,Flag
TXN_01058996,0,49.95108840272441,1,Flag
TXN_01988338,1,96.75379264063687,1,Block
TXN_00727860,0,47.56950579620663,1,Flag
TXN_00601048,0,47.55627148635461,1,Flag
TXN_00659193,0,47.3585916779912,1,Flag
TXN_01866796,0,48.748564025841425,1,Flag
TXN_00066999,0,53.09099667380475,1,Block
TXN_01997764,1,85.05729396660197,1,Block
TXN_00981345,0,51.55562998892002,1,Flag
TXN_01986337,1,78.67904256917441,1,Block
TXN_00427426,0,56.992593731996905,1,Block
TXN_01980938,1,82.76580703102388,1,Block
TXN_01831893,0,54.04611702713387,1,Block
TXN_00470595,0,52.407418742575,1,Block
TXN_00555860,0,58.96886329880077,1,Block
TXN_01936269,0,58.07755392470388,1,Block
TXN_01237648,0,47.50335939367135,1,Flag
TXN_00887265,0,47.649047220245876,1,Flag
TXN_01535174,0,49.40237370497294,1,Flag
TXN_01471329,0,50.28868023471896,1,Flag
TXN_00131591,0,54.122878835033646,1,Block
TXN_01979178,1,71.85071505162657,1,Block
TXN_01106040,0,48.33866963807751,1,Flag
TXN_01286307,0,49.115966333410846,1,Flag
TXN_00817276,0,51.632435567100764,1,Block
TXN_01971397,1,93.27884184056963,1,Block
TXN_00569628,0,68.87075911259505,1,Block
TXN_00015026,0,51.14524893886484,1,Flag
TXN_01996862,1,80.39128800740275,1,Block
TXN_01965766,0,67.79259150588439,1,Block
TXN_01911923,0,48.22155624602782,1,Flag
TXN_00421244,0,51.83411477361774,1,Block
TXN_00723464,0,49.21419797006272,1,Flag
TXN_00015640,0,47.937566231679675,1,Flag
TXN_00461902,0,52.611783856187785,1,Block
TXN_01981014,1,92.28488336783235,1,Block
TXN_00246159,0,60.980891290249346,1,Block
TXN_01994103,1,70.72418245070625,1,Block
TXN_00411226,0,50.6800918672343,1,Flag
TXN_01198424,0,54.77277975834627,1,Block
TXN_00158629,0,47.53028158005676,1,Flag
TXN_01961871,0,59.61415063010419,1,Block
TXN_00406876,0,54.700880609611254,1,Block
TXN_00702418,0,53.05676498792257,1,Block
TXN_01428328,0,52.40189242411199,1,Block
TXN_00621854,0,48.113113141335035,1,Flag
TXN_01446740,0,55.3456732256441,1,Block
TXN_01747856,0,58.16509793182371,1,Block
TXN_00087399,0,76.88614132919396,1,Block
TXN_01407802,0,56.43013522011722,1,Block
TXN_01561350,0,47.41904493852408,1,Flag
TXN_01423295,0,63.403690614606695,1,Block
TXN_01198732,0,48.63751420424977,1,Flag
TXN_01958417,0,56.57183077004312,1,Block
TXN_01981807,1,73.77378888487952,1,Block
TXN_00562437,0,51.254334009678445,1,Flag
TXN_00246361,0,47.52682689983395,1,Flag
TXN_01296738,0,47.994654427079674,1,Flag
TXN_01989641,1,93.0347378510481,1,Block
TXN_01795095,0,55.19290368087465,1,Block
TXN_00207858,0,53.134901560405794,1,Block
TXN_01644497,0,51.27394705669894,1,Flag
TXN_00869881,0,50.84868678803001,1,Flag
TXN_00547614,0,50.06027285172321,1,Flag
TXN_00621531,0,48.77911446430907,1,Flag
